codigo,descripcion,campo
X813,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: areas de deporte y atletismo
X814,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: calles y carreteras
X815,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: comercio y areas de servicio
X816,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: area industrial y de la construccion
X817,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: granja
X818,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: otro lugar especificado
X819,Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento: lugar no especificado
X82,Lesion autoinflingida intencionalmente por colision de vehiculo de motor
X820,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: vivienda
X821,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: institucion residencial
X822,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: escuelas, otras instituciones y areas administrativas publicas
X823,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: areas de deporte y atletismo
X824,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: calles y carreteras
X825,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: comercio y areas de servicio
X826,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: area industrial y de la construccion
X827,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: granja
X828,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: otro lugar especificado
X829,Lesion autoinfligida intencionalmente por colision de vehiculo de motor: lugar no especificado
X83,Lesion autoinflingida intencionalmente por otros medios especificados
X830,Lesion autoinfligida intencionalmente por otros medios especificados: vivienda
X831,Lesion autoinfligida intencionalmente por otros medios especificados: institucion residencial
X832,Lesion autoinfligida intencionalmente por otros medios especificados: escuelas, otras instituciones y areas administrativas publicas
X833,Lesion autoinfligida intencionalmente por otros medios especificados: areas de deporte y atletismo
X834,Lesion autoinfligida intencionalmente por otros medios especificados: calles y carreteras
X835,Lesion autoinfligida intencionalmente por otros medios especificados: comercio y areas de servicio
X836,Lesion autoinfligida intencionalmente por otros medios especificados: area industrial y de la construccion
X837,Lesion autoinfligida intencionalmente por otros medios especificados: granja
X838,Lesion autoinfligida intencionalmente por otros medios especificados: otro lugar especificado
X839,Lesion autoinfligida intencionalmente por otros medios especificados: lugar no especificado
X84,Lesion autoinflingida intencionalmente por medios no especificados
X840,Lesion autoinfligida intencionalmente por medios no especificados: vivienda
X841,Lesion autoinfligida intencionalmente por medios no especificados: institucion residencial
X842,Lesion autoinfligida intencionalmente por medios no especificados: escuelas, otras instituciones y areas administrativas publicas
X843,Lesion autoinfligida intencionalmente por medios no especificados: areas de deporte y atletismo
X844,Lesion autoinfligida intencionalmente por medios no especificados: calles y carreteras
X845,Lesion autoinfligida intencionalmente por medios no especificados: comercio y areas de servicio
X846,Lesion autoinfligida intencionalmente por medios no especificados: area industrial y de la construccion
X847,Lesion autoinfligida intencionalmente por medios no especificados: granja
X848,Lesion autoinfligida intencionalmente por medios no especificados: otro lugar especificado
X849,Lesion autoinfligida intencionalmente por medios no especificados: lugar no especificado
X85,Agresion con drogas, medicamentos y sustancias biologicas
X850,Agresion con drogas, medicamentos y sustancias biologicas: vivienda
X851,Agresion con drogas, medicamentos y sustancias biologicas: institucion residencial
X852,Agresion con drogas, medicamentos y sustancias biologicas: escuelas, otras instituciones y areas administrativas publicas
X853,Agresion con drogas, medicamentos y sustancias biologicas: areas de deporte y atletismo
X854,Agresion con drogas, medicamentos y sustancias biologicas: calles y carreteras
X855,Agresion con drogas, medicamentos y sustancias biologicas: comercio y areas de servicio
X856,Agresion con drogas, medicamentos y sustancias biologicas: area industrial y de la construccion
X857,Agresion con drogas, medicamentos y sustancias biologicas: granja
X858,Agresion con drogas, medicamentos y sustancias biologicas: otro lugar especificado
X859,Agresion con drogas, medicamentos y sustancias biologicas: lugar no especificado
X86,Agresion con sustancia corrosiva
X860,Agresion con sustancia corrosiva: vivienda
X861,Agresion con sustanciacorrosiva: institucion residencial
X862,Agresion con sustancia corrosiva: escuelas, otras instituciones y areas administrativas publicas
X863,Agresion con sustanciacorrosiva: areas de deporte y atletismo
X864,Agresion con sustancia corrosiva: calles y carreteras
X865,Agresion con sustancia corrosiva: comercio y areas de servicio
X866,Agresion con sustancia corrosiva: area industrial y de la construccion
X867,Agresion con sustancia corrosiva: granja
X868,Agresion con sustanciacorrosiva: otro lugar especificado
X869,Agresion con sustancia corrosiva: lugar no especificado
X87,Agresion con plaguicidas
X870,Agresion con plaguicidas: vivienda
X871,Agresion con plaguicidas: institucion residencial
X872,Agresion con plaguicidas: escuelas, otras instituciones y areas administrativas publicas
X873,Agresion con plaguicidas: areas de deporte y atletismo
X874,Agresion con plaguicidas: calles y carreteras
X875,Agresion con plaguicidas: comercio y areas de servicio
X876,Agresion con plaguicidas: area industrial y de la construccion
X877,Agresion con plaguicidas: granja
X878,Agresion con plaguicidas: otro lugar especificado
X879,Agresion con plaguicidas: lugar no especificado
X88,Agresion con gases y vapores
X880,Agresion con gases y vapores: vivienda
X881,Agresion con gases y vapores: institucion residencial
X882,Agresion con gases y vapores: escuelas, otras instituciones y areas administrativas publicas
X883,Agresion con gases y vapores: areas de deporte y atletismo
X884,Agresion con gases y vapores: calles y carreteras
X885,Agresion con gases y vapores: comercio y areas de servicio
X886,Agresion con gases y vapores: area industrial y de la construccion
X887,Agresion con gases y vapores: granja
X888,Agresion con gases y vapores: otro lugar especificado
X889,Agresion con gases y vapores: lugar no especificado
X89,Agresion con otros productos quimicos y sustancias nocivas especificadas
X890,Agresion con otros productos quimicos y sustancias nocivas especificadas: vivienda
X891,Agresion con otros productos quimicos y sustancias nocivas especificadas: institucion residencial
X892,Agresion con otros productos quimicos y sustancias nocivas especificadas: escuelas, otras instituciones y areas administrativas publicas
X893,Agresion con otros productos quimicos y sustancias nocivas especificadas: areas de deporte y atletismo
X894,Agresion con otros productos quimicos y sustancias nocivas especificadas: calles y carreteras
X895,Agresion con otros productos quimicos y sustancias nocivas especificadas: comercio y areas de servicio
X896,Agresion con otros productos quimicos y sustancias nocivas especificadas: area industrial y de la construccion
X897,Agresion con otros productos quimicos y sustancias nocivas especificadas: granja
X898,Agresion con otros productos quimicos y sustancias nocivas especificadas: otro lugar especificado
X899,Agresion con otros productos quimicos y sustancias nocivas especificadas: lugar no especificado
X90,Agresion con productos quimicos y sustancias nocivas no especificados
X900,Agresion con productos quimicos y sustancias nocivas no especificadas: vivienda
X901,Agresion con productos quimicos y sustancias nocivas no especificadas: institucion residencial
X902,Agresion con productos quimicos y sustancias nocivas no especificadas: escuelas, otras instituciones y areas administrativas publicas
X903,Agresion con productos quimicos y sustancias nocivas no especificadas: areas de deporte y atletismo
X904,Agresion con productos quimicos y sustancias nocivas no especificadas: calles y carreteras
X905,Agresion con productos quimicos y sustancias nocivas no especificadas: comercio y areas de servicio
X906,Agresion con productos quimicos y sustancias nocivas no especificadas: area industrial y de la construccion
X907,Agresion con productos quimicos y sustancias nocivas no especificadas: granja
X908,Agresion con productos quimicos y sustancias nocivas no especificadas: otro lugar especificado
X909,Agresion con productos quimicos y sustancias nocivas no especificadas: lugar no especificado
X91,Agresion por ahorcamiento, estrangulamiento y sofocacion
X910,Agresion por ahorcamiento, estrangulamiento y sofocacion: vivienda
X911,Agresion por ahorcamiento, estrangulamiento y sofocacion: institucion residencial
X912,Agresion por ahorcamiento, estrangulamiento y sofocacion: escuelas, otras instituciones y areas administrativas publicas
X913,Agresion por ahorcamiento, estrangulamiento y sofocacion: areas de deporte y atletismo
X914,Agresion por ahorcamiento, estrangulamiento y sofocacion: calles y carreteras
X915,Agresion por ahorcamiento, estrangulamiento y sofocacion: comercio y areas de servicio
X916,Agresion por ahorcamiento, estrangulamiento y sofocacion: area industrial y de la construccion
X917,Agresion por ahorcamiento, estrangulamiento y sofocacion: granja
X918,Agresion por ahorcamiento, estrangulamiento y sofocacion: otro lugar especificado
X919,Agresion por ahorcamiento, estrangulamiento y sofocacion: lugar no especificado
X92,Agresion por ahogamiento y sumersion
X920,Agresion por ahogamiento y sumersion: vivienda
X921,Agresion por ahogamiento y sumersion: institucion residencial
X922,Agresion por ahogamiento y sumersion: escuelas, otras instituciones y areas administrativas publicas
X923,Agresion por ahogamiento y sumersion: areas de deporte y atletismo
X924,Agresion por ahogamiento y sumersion: calles y carreteras
X925,Agresion por ahogamiento y sumersion: comercio y areas de servicio
X926,Agresion por ahogamiento y sumersion: area industrial y de la construccion
X927,Agresion por ahogamiento y sumersion: granja
X928,Agresion por ahogamiento y sumersion: otro lugar especificado
X929,Agresion por ahogamiento y sumersion: lugar no especificado
X93,Agresion con disparo de arma corta
X930,Agresion con disparo de arma corta: vivienda
X931,Agresion con disparo de arma corta: institucion residencial
X932,Agresion con disparo de arma corta: escuelas, otras instituciones y areas administrativas publicas
X933,Agresion con disparo de arma corta: areas de deporte y atletismo
X934,Agresion con disparo de arma corta: calles y carreteras
X935,Agresion con disparo de arma corta: comercio y areas de servicio
X936,Agresion con disparo de arma corta: area industrial y de la construccion
X937,Agresion con disparo de arma corta: granja
X938,Agresion con disparo de arma corta: otro lugar especificado
X939,Agresion con disparo de arma corta: lugar no especificado
X94,Agresion con disparo de rifle, escopeta y arma larga
X940,Agresion con disparo de rifle, escopeta y arma larga: vivienda
X941,Agresion con disparo de rifle, escopeta y arma larga: institucion residencial
X942,Agresion con disparo de rifle, escopeta y arma larga: escuelas, otras instituciones y areas administrativas publicas
X943,Agresion con disparo de rifle, escopeta y arma larga: areas de deporte y atletismo
X944,Agresion con disparo de rifle, escopeta y arma larga: calles y carreteras
X945,Agresion con disparo de rifle, escopeta y arma larga: comercio y areas de servicio
X946,Agresion con disparo de rifle, escopeta y arma larga: area industrial y de la construccion
X947,Agresion con disparo de rifle, escopeta y arma larga: granja
X948,Agresion con disparo de rifle, escopeta y arma larga: otro lugar especificado
X949,Agresion con disparo de rifle, escopeta y arma larga: lugar no especificado
X95,Agresion con disparo de otras armas fuego y las no especificadas
X950,Agresion con disparo de otras armas de fuego, y las no especificadas: vivienda
X951,Agresion con disparo de otras armas de fuego, y las no especificadas: institucion residencial
X952,Agresion con disparo de otras armas de fuego, y las no especificadas: escuelas, otras instituciones y areas administrativas publicas
X953,Agresion con disparo de otras armas de fuego, y las no especificadas: areas de deporte y atletismo
X954,Agresion con disparo de otras armas de fuego, y las no especificadas: calles y carreteras
X955,Agresion con disparo de otras armas de fuego, y las no especificadas: comercio y areas de servicio
X956,Agresion con disparo de otras armas de fuego, y las no especificadas: area industrial y de la construccion
X957,Agresion con disparo de otras armas de fuego, y las no especificadas: granja
X958,Agresion con disparo de otras armas de fuego, y las no especificadas: otro lugar especificado
X959,Agresion con disparo de otras armas de fuego, y las no especificadas: lugar no especificado
X96,Agresion con material explosivo
X960,Agresion con material explosivo: vivienda
X961,Agresion con material explosivo: institucion residencial
X962,Agresion con material explosivo: escuelas, otras instituciones y areas administrativas publicas
X963,Agresion con material explosivo: areas de deporte y atletismo
X964,Agresion con material explosivo: calles y carreteras
X965,Agresion con material explosivo: comercio y areas de servicio
X966,Agresion con material explosivo: area industrial y de la construccion
X967,Agresion con material explosivo: granja
X968,Agresion con material explosivo: otro lugar especificado
X969,Agresion con material explosivo: lugar no especificado
X97,Agresion con humo, fuego y llamas
X970,Agresion con humo, fuego y llamas: vivienda
X971,Agresion con humo, fuego y llamas: institucion residencial
X972,Agresion con humo, fuego y llamas: escuelas, otras instituciones y areas administrativas publicas
X973,Agresion con humo, fuego y llamas: areas de deporte y atletismo
X974,Agresion con humo, fuego y llamas: calles y carreteras
X975,Agresion con humo, fuego y llamas: comercio y areas de servicio
X976,Agresion con humo, fuego y llamas: area industrial y de la construccion
X977,Agresion con humo, fuego y llamas: granja
X978,Agresion con humo, fuego y llamas: otro lugar especificado
X979,Agresion con humo, fuego y llamas: lugar no especificado
X98,Agresion con vapor y objetos calientes
X980,Agresion con vapor de agua, vapores y objetos calientes: vivienda
X981,Agresion con vapor de agua, vapores y objetos calientes: institucion residencial
X982,Agresion con vapor de agua, vapores y objetos calientes: escuelas, otras instituciones y areas administrativas publicas
X983,Agresion con vapor de agua, vapores y objetos calientes: areas de deporte y atletismo
X984,Agresion con vapor de agua, vapores y objetos calientes: calles y carreteras
X985,Agresion con vapor de agua, vapores y objetos calientes: comercio y areas de servicio
X986,Agresion con vapor de agua, vapores y objetos calientes: area industrial y de la construccion
X987,Agresion con vapor de agua, vapores y objetos calientes: granja
X988,Agresion con vapor de agua, vapores y objetos calientes: otro lugar especificado
X989,Agresion con vapor de agua, vapores y objetos calientes: lugar no especificado
X99,Agresion con objeto cortante
X990,Agresion con objeto cortante: vivienda
X991,Agresion con objeto cortante: institucion residencial
X992,Agresion con objeto cortante: escuelas, otras instituciones y areas administrativas publicas
X993,Agresion con objeto cortante: areas de deporte y atletismo
X994,Agresion con objeto cortante: calles y carreteras
X995,Agresion con objeto cortante: comercio y areas de servicio
X996,Agresion con objeto cortante: area industrial y de la construccion
X997,Agresion con objeto cortante: granja
X998,Agresion con objeto cortante: otro lugar especificado
X999,Agresion con objeto cortante: lugar no especificado
XI,Enfermedades del aparato digestivo
XII,Enfermedades de la piel y el tejido subcutaneo
XIII,Enfermedades del sistema osteomuscular y del tejido conectivo
XIV,Enfermedades del aparato genitourinario
XIX,Traumatismos, envenenamientos y algunas otras consecuencias de causa externa
XV,Embarazo, parto y puerperio
XVI,Ciertas afecciones originadas en el periodo perinatal
XVII,Malformaciones congenitas, deformidades y anomalias cromosomicas
XVIII,Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte
XX,Causas extremas de morbilidad y de mortalidad
XXI,Factores que influyen en el estado de salud y contacto con los servicios de salud
XXII,Codigos para situaciones especiales
Y00,Agresion con objeto romo o sin filo
Y000,Agresion con objeto romo o sin filo: vivienda
Y001,Agresion con objeto romo o sin filo: institucion residencial
Y002,Agresion con objeto romo o sin filo: escuelas otras instituciones y areas administrativas
Y003,Agresion con objeto romo o sin filo: areas de deporte y atletismo
Y004,Agresion con objeto romo o sin filo: calles y carreteras
Y005,Agresion con objeto romo o sin filo: comercio y area de servicios
Y006,Agresion con objeto romo o sin filo: area industrial y de la construccion
Y007,Agresion con objeto romo o sin filo: granja
Y008,Agresion con objeto romo o sin filo: otro lugar especificado
Y009,Agresion con objeto romo o sin filo: lugar no especificado
Y01,Agresion por empujon desde lugar elevado
Y010,Agresion por empujon desde un lugar elevado: vivienda
Y011,Agresion por empujon desde un lugar elevado: institucion residencial
Y012,Agresion por empujon desde un lugar elevado: escuelas otras instituciones y areas administrativas
Y013,Agresion por empujon desde un lugar elevado: areas de deporte y atletismo
Y014,Agresion por empujon desde un lugar elevado: calles y carreteras
Y015,Agresion por empujon desde un lugar elevado: comercio y area de servicios
Y016,Agresion por empujon desde un lugar elevado: area industrial y de la construccion
Y017,Agresion por empujon desde un lugar elevado: granja
Y018,Agresion por empujon desde un lugar elevado: otro lugar especificado
Y019,Agresion por empujon desde un lugar elevado: lugar no especificado
Y02,Agresion empuj o coloc delant objeto movimie
Y020,Agresion por empujar o colocar a la victima delante de objeto en movimiento: vivienda
Y021,Agresion por empujar o colocar a la victima delante de objeto en movimiento: institucion residencial
Y022,Agresion por empujar o colocar a la victima delante de objeto en movimiento: escuelas otras instituciones y areas administrativas
Y023,Agresion por empujar o colocar a la victima delante de objeto en movimiento: areas de deporte y atletismo
Y024,Agresion por empujar o colocar a la victima delante de objeto en movimiento: calles y carreteras
Y025,Agresion por empujar o colocar a la victima delante de objeto en movimiento: comercio y area de servicios
Y026,Agresion por empujar o colocar a la victima delante de objeto en movimiento: area industrial y de la construccion
Y027,Agresion por empujar o colocar a la victima delante de objeto en movimiento: granja
Y028,Agresion por empujar o colocar a la victima delante de objeto en movimiento: otro lugar especificado
Y029,Agresion por empujar o colocar a la victima delante de objeto en movimiento: lugar no especificado
Y03,Agresion por colision vehiculo de motor
Y030,Agresion por colision de vehiculo de motor: vivienda
Y031,Agresion por colision de vehiculo de motor: institucion residencial
Y032,Agresion por colision de vehiculo de motor: escuelas, otras instituciones y areas administrativas
Y033,Agresion por colision de vehiculo de motor: areas de deporte y atletismo
Y034,Agresion por colision de vehiculo de motor: calles y carreteras
Y035,Agresion por colision de vehiculo de motor: comercio y area de servicios
Y036,Agresion por colision de vehiculo de motor: area industrial y de la construccion
Y037,Agresion por colision de vehiculo de motor: granja
Y038,Agresion por colision de vehiculo de motor: otro lugar especificado
Y039,Agresion por colision de vehiculo de motor: lugar no especificado
Y04,Agresion con fuerza corporal
Y040,Agresion con fuerza corporal: vivienda
Y041,Agresion con fuerza corporal: institucion residencial
Y042,Agresion con fuerza corporal: escuelas, otras instituciones y areas administrativas
Y043,Agresion con fuerza corporal: areas de deporte y atletismo
Y044,Agresion con fuerza corporal: calles y carreteras
Y045,Agresion con fuerza corporal: comercio y area de servicios
Y046,Agresion con fuerza corporal: area industrial y de la construccion
Y047,Agresion con fuerza corporal: granja
Y048,Agresion con fuerza corporal: otro lugar especificado
Y049,Agresion con fuerza corporal: lugar no especificado
Y05,Agresion sexual con fuerza corporal
Y050,Agresion sexual con fuerza corporal: vivienda
Y051,Agresion sexual con fuerza corporal: institucion residencial
Y052,Agresion sexual con fuerza corporal: escuelas, otras instituciones y areas administrativas
Y053,Agresion sexual con fuerza corporal: areas de deporte y atletismo
Y054,Agresion sexual con fuerza corporal: calles y carreteras
Y055,Agresion sexual con fuerza corporal: comercio y area de servicios
Y056,Agresion sexual con fuerza corporal: area industrial y de la construccion
Y057,Agresion sexual con fuerza corporal: granja
Y058,Agresion sexual con fuerza corporal: otro lugar especificado
Y059,Agresion sexual con fuerza corporal: lugar no especificado
Y06,Negligencia y abandono
Y060,Neglicencia y abandono: por esposo o pareja
Y061,Neglicencia y abandono: por padre o madre
Y062,Neglicencia y abandono: por conocido o amigo
Y068,Neglicencia y abandono: por otra persona especificada
Y069,Neglicencia y abandono: por persona no especificada
Y07,Otros sindromes de maltrato
Y070,Otros sindromes de maltrato: por esposo o pareja
Y071,Otros sindromes de maltrato: por padre o madre
Y072,Otros sindromes de maltrato: por conocido o amigo
Y073,Otros sindromes de maltrato: por autoridades oficiales
Y078,Otros sindromes de maltrato: por otra persona especificada
Y079,Otros sindromes de maltrato: por persona no especificada
Y08,Agresion por otros medios especificados
Y080,Agresion por otros medios especificados: vivienda
Y081,Agresion por otros medios especificados: institucion residencial
Y082,Agresion por otros medios especificados: escuelas, otras instituciones y areas administrativas
Y083,Agresion por otros medios especificados: areas de deporte y atletismo
Y084,Agresion por otros medios especificados: calles y carreteras
Y085,Agresion por otros medios especificados: comercio y area de servicios
Y086,Agresion por otros medios especificados: area industrial y de la construccion
Y087,Agresion por otros medios especificados: granja
Y088,Agresion por otros medios especificados: otro lugar especificado
Y089,Agresion por otros medios especificados: lugar no especificado
Y09,Agresion por medios no especificados
Y090,Agresion por medios no especificados: vivienda
Y091,Agresion por medios no especificados: institucion residencial
Y092,Agresion por medios no especificados: escuelas otras instituciones y areas administrativas
Y093,Agresion por medios no especificados: areas de deporte y atletismo
Y094,Agresion por medios no especificados: calles y carreteras
Y095,Agresion por medios no especificados: comercio y area de servicios
Y096,Agresion por medios no especificados: area industrial y de la construccion
Y097,Agresion por medios no especificados: granja
Y098,Agresion por medios no especificados: otro lugar especificado
Y099,Agresion por medios no especificados: lugar no especificado
Y10,Envenenamiento por, y exposicion a analgesicos, antipireticos y antirreumaticos, de intencion no determinada
Y100,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: vivienda
Y101,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: institucion residencial
Y102,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y103,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: areas de deporte y atletismo
Y104,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: calles y carreteras
Y105,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: comercio y area de servicios
Y106,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: area industrial y de la construccion
Y107,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: granja
Y108,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: otro lugar especificado
Y109,Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: lugar no especificado
Y11,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas no clasificadas en otra parte, de intencion no determinada
Y110,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: vivienda
Y111,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: institucion residencial
Y112,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y113,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo
Y114,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: calles y carreteras
Y115,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios
Y116,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion
Y117,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: granja
Y118,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: otro lugar especificado
Y119,Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: lugar no especificado
Y12,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada
Y120,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: vivienda
Y121,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: institucion residencial
Y122,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y123,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo
Y124,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: calles y carreteras
Y125,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios
Y126,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion
Y127,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: granja
Y128,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: otro lugar especificado
Y129,Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: lugar no especificado
Y13,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada
Y130,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: vivienda
Y131,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: institucion residencial
Y132,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y133,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: areas de deporte y atletismo
Y134,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: calles y carreteras
